FLAK-ZOSO-1,192.168.42.238,ubuntu,193.40.157.25,23822,http://193.40.157.25:23880
FLAK-ZOSO-2,192.168.42.236,ubuntu,193.40.157.25,23622,http://193.40.157.25:23680

