Cantfindmysocks-1,192.168.42.80,ubuntu,193.40.157.25,8022,http://193.40.157.25:8080
Cantfindmysocks-2,192.168.42.126,ubuntu,193.40.157.25,12622,http://193.40.157.25:12680

